
test conditions 1, 2, 3
sim_time, real_time, base_link_1_px, base_link_1_py, base_link_1_pz, base_link_1_qw, base_link_1_qx, base_link_1_qy, base_link_1_qz, base_link_1_vx, base_link_1_vy, base_link_1_vz, base_link_1_wx, base_link_1_wy, base_link_1_wz, base_link_1_ax, base_link_1_ay, base_link_1_az, base_link_1_alphax, base_link_1_alphay, base_link_1_alphaz, 
93.821, , 192.549, 374.519, 1.25787, 0.999984, 2.49962e-06, 9.41059e-05, 0.00565178, , , , , , , , , , , , , 
94.321, , 186.093, 359.685, 1.2594, 0.999978, 2.72569e-06, 9.54629e-05, 0.0065651, , , , , , , , , , , , , 
94.821, , 181.664, 342.878, 1.26056, 0.999972, 2.95006e-06, 9.68198e-05, 0.00746377, , , , , , , , , , , , , 
95.321, , 179.263, 324.1, 1.26133, 0.999965, 3.17256e-06, 9.81767e-05, 0.00834744, , , , , , , , , , , , , 
95.821, , 178.52, 303.35, 1.26173, 0.999958, 3.39301e-06, 9.95336e-05, 0.00921578, , , , , , , , , , , , , 
96.321, , 178.495, 282.229, 1.26184, 0.999955, 3.44113e-06, 0.000100892, 0.00943954, , , , , , , , , , , , , 
96.821, , 178.698, 263.092, 1.2618, 0.999962, 3.24112e-06, 0.000102252, 0.00875683, , , , , , , , , , , , , 
97.321, , 178.948, 245.957, 1.2617, 0.99997, 2.9473e-06, 0.000103612, 0.0077425, , , , , , , , , , , , , 
97.821, , 179.176, 230.821, 1.26159, 0.999978, 2.61939e-06, 0.000104972, 0.00661563, , , , , , , , , , , , , 
98.321, , 179.359, 217.685, 1.26149, 0.999985, 2.28018e-06, 0.000106332, 0.00545838, , , , , , , , , , , , , 
98.821, , 179.494, 206.549, 1.26141, 0.999991, 1.93845e-06, 0.000107693, 0.00430178, , , , , , , , , , , , , 
99.321, , 179.587, 197.412, 1.26134, 0.999995, 1.59769e-06, 0.000109052, 0.00315772, , , , , , , , , , , , , 
99.821, , 179.644, 190.276, 1.26129, 0.999998, 1.2594e-06, 0.000110412, 0.00203094, , , , , , , , , , , , , 
100.321, , 179.676, 185.139, 1.26126, 1, 9.24275e-07, 0.000111772, 0.000923484, , , , , , , , , , , , , 
100.821, , 179.69, 182.002, 1.26125, 1, 5.9276e-07, 0.000113131, -0.000163632, , , , , , , , , , , , , 
101.321, , 179.695, 180.648, 1.26124, 0.999999, 2.92377e-07, 0.000114491, -0.00114114, , , , , , , , , , , , , 
101.821, , 179.697, 180.151, 1.17958, 0.999998, 1.00908e-07, 0.000115765, -0.00176107, , , , , , , , , , , , , 
102.321, , 179.698, 179.968, 0.991658, 0.999998, 2.97534e-09, 0.00011709, -0.00207965, , , , , , , , , , , , , 
102.821, , 179.698, 179.901, 0.764473, 0.999998, -4.00739e-08, 0.000118436, -0.00222366, , , , , , , , , , , , , 
103.321, , 179.698, 179.876, 0.522857, 0.999997, -5.50732e-08, 0.00011979, -0.00227958, , , , , , , , , , , , , 
103.821, , 179.698, 179.867, 0.275939, 0.999997, -5.67419e-08, 0.000121147, -0.00229419, , , , , , , , , , , , , 
104.321, , 179.698, 179.864, 0.025, 0.999997, -1.35644e-11, 2.55409e-11, -0.00229031, , , , , , , , , , , , , 
104.821, , 179.698, 179.864, 0.0249932, 0.999997, 8.15985e-08, 3.8041e-05, -0.00229026, , , , , , , , , , , , , 
105.321, , 179.698, 179.864, 0.0249952, 0.999997, -6.35864e-08, -2.77754e-05, -0.00229021, , , , , , , , , , , , , 
105.821, , 179.698, 179.864, 0.025, 0.999997, -1.35644e-11, 2.5541e-11, -0.00229016, , , , , , , , , , , , , 
106.321, , 179.698, 179.864, 0.0249932, 0.999997, 8.15926e-08, 3.8041e-05, -0.0022901, , , , , , , , , , , , , 
106.821, , 179.698, 179.864, 0.0249952, 0.999997, -6.35821e-08, -2.77754e-05, -0.00229005, , , , , , , , , , , , , 
107.321, , 179.698, 179.864, 0.025, 0.999997, -1.35643e-11, 2.5541e-11, -0.00229, , , , , , , , , , , , , 
107.821, , 179.698, 179.864, 0.0249932, 0.999997, 8.15868e-08, 3.8041e-05, -0.00228995, , , , , , , , , , , , , 
108.321, , 179.698, 179.864, 0.0249952, 0.999997, -6.35778e-08, -2.77754e-05, -0.00228989, , , , , , , , , , , , , 
108.821, , 179.698, 179.864, 0.025, 0.999997, -1.35643e-11, 2.55411e-11, -0.00228984, , , , , , , , , , , , , 
109.321, , 179.698, 179.864, 0.0249932, 0.999997, 8.15809e-08, 3.8041e-05, -0.00228979, , , , , , , , , , , , , 
109.821, , 179.698, 179.864, 0.105675, 0.999997, 3.03871e-09, 1.32699e-06, -0.00228979, , , , , , , , , , , , , 
110.321, , 179.698, 179.864, 0.293198, 0.999997, 6.22934e-09, 2.7204e-06, -0.00228979, , , , , , , , , , , , , 
110.821, , 179.698, 179.864, 0.520237, 0.999997, 9.36969e-09, 4.09186e-06, -0.00228979, , , , , , , , , , , , , 
111.321, , 179.698, 179.864, 0.761798, 0.999997, 1.24916e-08, 5.45524e-06, -0.00228979, , , , , , , , , , , , , 
111.821, , 179.698, 179.864, 1.0087, 0.999997, 1.56066e-08, 6.81567e-06, -0.00228979, , , , , , , , , , , , , 
112.321, , 179.698, 179.864, 1.16694, 0.999997, 1.85196e-08, 8.08782e-06, -0.00228979, , , , , , , , , , , , , 
112.821, , 179.698, 179.864, 1.2251, 0.999997, 2.15567e-08, 9.4142e-06, -0.00228979, , , , , , , , , , , , , 
113.321, , 179.698, 179.864, 1.24648, 0.999997, 2.46407e-08, 1.0761e-05, -0.00228979, , , , , , , , , , , , , 
113.821, , 179.698, 179.864, 1.25433, 0.999997, 2.77418e-08, 1.21154e-05, -0.00228979, , , , , , , , , , , , , 
114.321, , 179.698, 179.864, 1.25722, 0.999997, 3.08493e-08, 1.34724e-05, -0.00228979, , , , , , , , , , , , , 
114.821, , 179.698, 179.864, 1.25828, 0.999997, 3.39591e-08, 1.48306e-05, -0.00228979, , , , , , , , , , , , , 
115.321, , 179.698, 179.864, 1.25867, 0.999997, 3.70697e-08, 1.6189e-05, -0.00228979, , , , , , , , , , , , , 
115.821, , 179.698, 179.864, 1.25881, 0.999997, 4.01807e-08, 1.75476e-05, -0.00228979, , , , , , , , , , , , , 
116.321, , 179.698, 179.864, 1.25886, 0.999997, 4.32917e-08, 1.89063e-05, -0.00228979, , , , , , , , , , , , , 
116.821, , 179.698, 179.864, 1.25888, 0.999997, 4.64029e-08, 2.0265e-05, -0.00228979, , , , , , , , , , , , , 
117.321, , 179.698, 179.864, 1.25889, 0.999997, 4.9514e-08, 2.16237e-05, -0.00228979, , , , , , , , , , , , , 
117.821, , 179.698, 179.864, 1.25889, 0.999997, 5.26251e-08, 2.29824e-05, -0.00228979, , , , , , , , , , , , , 
118.321, , 179.698, 179.864, 1.25889, 0.999997, 5.57362e-08, 2.43411e-05, -0.00228979, , , , , , , , , , , , , 
118.821, , 179.698, 179.864, 1.25889, 0.999997, 5.88474e-08, 2.56998e-05, -0.00228979, , , , , , , , , , , , , 
119.321, , 179.698, 179.864, 1.25889, 0.999997, 6.19585e-08, 2.70585e-05, -0.00228979, , , , , , , , , , , , , 
119.821, , 179.698, 179.864, 1.2589, 0.999997, 6.50697e-08, 2.84172e-05, -0.00228979, , , , , , , , , , , , , 
120.321, , 179.698, 179.864, 1.2589, 0.999997, 6.81808e-08, 2.97759e-05, -0.00228979, , , , , , , , , , , , , 
120.821, , 179.698, 179.864, 1.2589, 0.999997, 7.12919e-08, 3.11346e-05, -0.00228979, , , , , , , , , , , , , 
121.321, , 179.698, 179.864, 1.2589, 0.999997, 7.44031e-08, 3.24933e-05, -0.00228979, , , , , , , , , , , , , 
121.821, , 179.786, 179.864, 1.25889, 0.999997, 7.75142e-08, 3.3852e-05, -0.00228979, , , , , , , , , , , , , 
122.321, , 181.38, 179.856, 1.25886, 0.999997, 8.06252e-08, 3.52106e-05, -0.00228979, , , , , , , , , , , , , 
122.821, , 184.974, 179.84, 1.25872, 0.999997, 8.37362e-08, 3.65693e-05, -0.00228979, , , , , , , , , , , , , 
123.321, , 190.568, 179.814, 1.25845, 0.999997, 8.68472e-08, 3.79279e-05, -0.00228979, , , , , , , , , , , , , 
123.821, , 198.162, 179.779, 1.25802, 0.999997, 8.99581e-08, 3.92865e-05, -0.00228979, , , , , , , , , , , , , 
124.321, , 207.756, 179.735, 1.25743, 0.999997, 9.3069e-08, 4.06451e-05, -0.00228979, , , , , , , , , , , , , 
124.821, , 219.35, 179.682, 1.25666, 0.999997, 9.61799e-08, 4.20037e-05, -0.00228979, , , , , , , , , , , , , 
125.321, , 232.943, 179.62, 1.25569, 0.999997, 9.92908e-08, 4.33623e-05, -0.00228979, , , , , , , , , , , , , 
125.821, , 248.537, 179.549, 1.25453, 0.999997, 1.02402e-07, 4.47208e-05, -0.00228979, , , , , , , , , , , , , 
126.321, , 266.131, 179.468, 1.25315, 0.999997, 1.05513e-07, 4.60794e-05, -0.00228979, , , , , , , , , , , , , 
126.821, , 285.725, 179.378, 1.25154, 0.999997, 1.08623e-07, 4.7438e-05, -0.00228979, , , , , , , , , , , , , 
127.321, , 307.319, 179.279, 1.24971, 0.999997, 1.11734e-07, 4.87966e-05, -0.00228979, , , , , , , , , , , , , 
127.821, , 330.912, 179.171, 1.24762, 0.999997, 1.14845e-07, 5.01551e-05, -0.00228979, , , , , , , , , , , , , 
128.321, , 356.097, 179.261, 1.24529, 0.999997, 1.054e-07, 5.15137e-05, -0.00238107, , , , , , , , , , , , , 
128.821, , 379.888, 181.059, 1.24283, 0.999996, 2.21161e-08, 5.28726e-05, -0.00299588, , , , , , , , , , , , , 
129.321, , 401.691, 184.869, 1.24041, 0.999993, -9.99596e-08, 5.42316e-05, -0.00386986, , , , , , , , , , , , , 
129.821, , 421.51, 190.694, 1.2381, 0.999988, -2.37759e-07, 5.55906e-05, -0.00483646, , , , , , , , , , , , , 
130.321, , 439.348, 198.538, 1.23593, 0.999983, -3.8249e-07, 5.69495e-05, -0.00583401, , , , , , , , , , , , , 
130.821, , 455.209, 208.406, 1.23393, 0.999977, -5.30769e-07, 5.83085e-05, -0.00683954, , , , , , , , , , , , , 
131.321, , 469.099, 220.3, 1.23211, 0.999969, -6.81262e-07, 5.96674e-05, -0.00784432, , , , , , , , , , , , , 
131.821, , 481.019, 234.226, 1.23047, 0.999961, -8.33402e-07, 6.10262e-05, -0.00884493, , , , , , , , , , , , , 
132.321, , 490.976, 250.187, 1.22903, 0.999952, -9.86918e-07, 6.23851e-05, -0.00983987, , , , , , , , , , , , , 
132.821, , 498.972, 268.187, 1.2278, 0.999941, -1.14164e-06, 6.37438e-05, -0.0108284, , , , , , , , , , , , , 
133.321, , 505.012, 288.23, 1.22678, 0.99993, -1.29744e-06, 6.51026e-05, -0.0118099, , , , , , , , , , , , , 
133.821, , 509.1, 310.319, 1.22599, 0.999918, -1.45421e-06, 6.64613e-05, -0.0127841, , , , , , , , , , , , , 
134.321, , 511.358, 334.456, 1.22543, 0.999905, -1.61183e-06, 6.782e-05, -0.0137505, , , , , , , , , , , , , 
134.821, , 512.327, 359.776, 1.22507, 0.999897, -1.70414e-06, 6.91787e-05, -0.0143519, , , , , , , , , , , , , 
135.321, , 511.323, 383.392, 1.22493, 0.999903, -1.604e-06, 7.05374e-05, -0.0139241, , , , , , , , , , , , , 
135.821, , 508.264, 405.065, 1.22506, 0.999915, -1.42058e-06, 7.1896e-05, -0.0130679, , , , , , , , , , , , , 
136.321, , 503.154, 424.79, 1.22548, 0.999927, -1.20503e-06, 7.32545e-05, -0.0120577, , , , , , , , , , , , , 
136.821, , 495.996, 442.564, 1.22621, 0.99994, -9.76743e-07, 7.46129e-05, -0.0109954, , , , , , , , , , , , , 
137.321, , 486.795, 458.383, 1.22727, 0.999951, -7.43134e-07, 7.59712e-05, -0.00991904, , , , , , , , , , , , , 
137.821, , 475.554, 472.242, 1.22866, 0.999961, -5.07098e-07, 7.73294e-05, -0.00884307, , , , , , , , , , , , , 
138.321, , 462.279, 484.136, 1.23039, 0.99997, -2.69823e-07, 7.86875e-05, -0.0077731, , , , , , , , , , , , , 
138.821, , 446.972, 494.062, 1.23247, 0.999977, -3.18515e-08, 8.00454e-05, -0.00671147, , , , , , , , , , , , , 
139.321, , 429.639, 502.015, 1.23491, 0.999984, 2.0651e-07, 8.14033e-05, -0.00565936, , , , , , , , , , , , , 
139.821, , 410.283, 507.99, 1.23773, 0.999989, 4.45046e-07, 8.27611e-05, -0.00461748, , , , , , , , , , , , , 
140.321, , 388.909, 511.985, 1.24092, 0.999994, 6.83572e-07, 8.41189e-05, -0.00358637, , , , , , , , , , , , , 
140.821, , 365.748, 514.012, 1.24449, 0.999997, 9.19976e-07, 8.54765e-05, -0.00257495, , , , , , , , , , , , , 
141.321, , 343.698, 514.063, 1.24827, 0.999999, 1.15557e-06, 8.68339e-05, -0.00157712, , , , , , , , , , , , , 
141.821, , 323.641, 512.107, 1.25196, 1, 1.39218e-06, 8.8191e-05, -0.000584742, , , , , , , , , , , , , 
142.321, , 305.582, 508.15, 1.25541, 1, 1.62867e-06, 8.95481e-05, 0.000397574, , , , , , , , , , , , , 
142.821, , 289.524, 502.194, 1.25859, 0.999999, 1.86451e-06, 9.09051e-05, 0.00136785, , , , , , , , , , , , , 
143.321, , 275.472, 494.243, 1.26146, 0.999997, 2.09936e-06, 9.2262e-05, 0.00232511, , , , , , , , , , , , , 
143.821, , 263.43, 484.302, 1.26399, 0.999995, 2.33301e-06, 9.36188e-05, 0.00326874, , , , , , , , , , , , , 
144.321, , 253.4, 472.373, 1.26618, 0.999991, 2.56525e-06, 9.49756e-05, 0.00419828, , , , , , , , , , , , , 
144.821, , 245.387, 458.462, 1.26802, 0.999987, 2.7959e-06, 9.63323e-05, 0.00511332, , , , , , , , , , , , , 
145.321, , 239.394, 442.571, 1.26948, 0.999982, 3.02476e-06, 9.7689e-05, 0.00601349, , , , , , , , , , , , , 
145.821, , 235.425, 424.705, 1.27056, 0.999976, 3.25165e-06, 9.90456e-05, 0.00689844, , , , , , , , , , , , , 
146.321, , 233.468, 404.866, 1.27125, 0.99997, 3.47639e-06, 0.000100402, 0.00776782, , , , , , , , , , , , , 
146.821, , 232.941, 383.139, 1.27156, 0.999963, 3.68705e-06, 0.000101759, 0.0085778, , , , , , , , , , , , , 
147.321, , 232.968, 362.183, 1.27162, 0.999965, 3.62932e-06, 0.000103118, 0.00841069, , , , , , , , , , , , , 
147.821, , 233.165, 343.23, 1.27155, 0.999971, 3.38366e-06, 0.000104478, 0.00757488, , , , , , , , , , , , , 
148.321, , 233.387, 326.278, 1.27144, 0.999979, 3.06834e-06, 0.000105839, 0.00650076, , , , , , , , , , , , , 
148.821, , 233.581, 311.326, 1.27132, 0.999986, 2.72829e-06, 0.0001072, 0.0053495, , , , , , , , , , , , , 
149.321, , 233.731, 298.373, 1.27122, 0.999991, 2.38073e-06, 0.00010856, 0.00418169, , , , , , , , , , , , , 
149.821, , 233.837, 287.42, 1.27114, 0.999995, 2.03234e-06, 0.000109921, 0.00302028, , , , , , , , , , , , , 
150.321, , 233.905, 278.467, 1.27108, 0.999998, 1.6858e-06, 0.000111281, 0.00187417, , , , , , , , , , , , , 
150.821, , 233.944, 271.513, 1.27103, 1, 1.34231e-06, 0.000112641, 0.000746944, , , , , , , , , , , , , 
151.321, , 233.962, 266.56, 1.271, 1, 1.00247e-06, 0.000114001, -0.000359785, , , , , , , , , , , , , 
151.821, , 233.968, 263.607, 1.27098, 0.999999, 6.66668e-07, 0.000115361, -0.00144517, , , , , , , , , , , , , 
152.321, , 233.97, 262.372, 1.19114, 0.999997, 3.70451e-07, 0.000116637, -0.00239592, , , , , , , , , , , , , 
152.821, , 233.97, 261.919, 1.00396, 0.999996, 1.87983e-07, 0.000117961, -0.00298142, , , , , , , , , , , , , 
153.321, , 233.971, 261.752, 0.777052, 0.999995, 9.71715e-08, 0.000119308, -0.00327709, , , , , , , , , , , , , 
153.821, , 233.971, 261.691, 0.535538, 0.999994, 5.92099e-08, 0.000120662, -0.00340779, , , , , , , , , , , , , 
154.321, , 233.971, 261.668, 0.288656, 0.999994, 4.80342e-08, 0.000122019, -0.00345594, , , , , , , , , , , , , 
154.821, , 233.97, 261.66, 0.025, 0.999994, -1.71902e-13, 1.01586e-12, -0.00346509, , , , , , , , , , , , , 
155.321, , 233.97, 261.66, 0.025, 0.999994, -1.71584e-13, 1.01573e-12, -0.0034651, , , , , , , , , , , , , 
155.821, , 233.97, 261.66, 0.025, 0.999994, -1.71269e-13, 1.0156e-12, -0.00346511, , , , , , , , , , , , , 
156.321, , 233.97, 261.66, 0.025, 0.999994, -1.70952e-13, 1.01547e-12, -0.00346512, , , , , , , , , , , , , 
156.821, , 233.97, 261.66, 0.025, 0.999994, -1.70638e-13, 1.01534e-12, -0.00346512, , , , , , , , , , , , , 
157.321, , 233.97, 261.66, 0.025, 0.999994, -1.70321e-13, 1.01521e-12, -0.00346513, , , , , , , , , , , , , 
157.821, , 233.97, 261.66, 0.025, 0.999994, -1.70012e-13, 1.01508e-12, -0.00346514, , , , , , , , , , , , , 
158.321, , 233.97, 261.66, 0.025, 0.999994, -1.69694e-13, 1.01495e-12, -0.00346514, , , , , , , , , , , , , 
158.821, , 233.97, 261.66, 0.025, 0.999994, -1.6938e-13, 1.01482e-12, -0.00346515, , , , , , , , , , , , , 
159.321, , 233.97, 261.66, 0.025, 0.999994, -1.69065e-13, 1.01469e-12, -0.00346516, , , , , , , , , , , , , 
159.821, , 233.97, 261.66, 0.025, 0.999994, -1.6875e-13, 1.01456e-12, -0.00346516, , , , , , , , , , , , , 
160.321, , 233.97, 261.66, 0.0758869, 0.999994, 3.57626e-09, 1.03203e-06, -0.00346517, , , , , , , , , , , , , 
160.821, , 233.97, 261.66, 0.248548, 0.999994, 8.43331e-09, 2.4337e-06, -0.00346517, , , , , , , , , , , , , 
161.321, , 233.97, 261.66, 0.470125, 0.999994, 1.31962e-08, 3.80819e-06, -0.00346517, , , , , , , , , , , , , 
161.821, , 233.97, 261.66, 0.709679, 0.999994, 1.79244e-08, 5.17269e-06, -0.00346517, , , , , , , , , , , , , 
162.321, , 233.97, 261.66, 0.95584, 0.999994, 2.26399e-08, 6.53351e-06, -0.00346517, , , , , , , , , , , , , 
162.821, , 233.97, 261.66, 1.14356, 0.999994, 2.70886e-08, 7.81734e-06, -0.00346517, , , , , , , , , , , , , 
163.321, , 233.97, 261.66, 1.21475, 0.999994, 3.16597e-08, 9.13648e-06, -0.00346517, , , , , , , , , , , , , 
163.821, , 233.97, 261.66, 1.24091, 0.999994, 3.63174e-08, 1.04806e-05, -0.00346517, , , , , , , , , , , , , 
164.321, , 233.97, 261.66, 1.25052, 0.999994, 4.10071e-08, 1.1834e-05, -0.00346517, , , , , , , , , , , , , 
164.821, , 233.97, 261.66, 1.25406, 0.999994, 4.57084e-08, 1.31907e-05, -0.00346517, , , , , , , , , , , , , 
165.321, , 233.97, 261.66, 1.25535, 0.999994, 5.0414e-08, 1.45487e-05, -0.00346517, , , , , , , , , , , , , 
165.821, , 233.97, 261.66, 1.25583, 0.999994, 5.51212e-08, 1.59071e-05, -0.00346517, , , , , , , , , , , , , 
166.321, , 233.97, 261.66, 1.25601, 0.999994, 5.9829e-08, 1.72657e-05, -0.00346517, , , , , , , , , , , , , 
166.821, , 233.97, 261.66, 1.25607, 0.999994, 6.4537e-08, 1.86244e-05, -0.00346517, , , , , , , , , , , , , 
167.321, , 233.97, 261.66, 1.2561, 0.999994, 6.92451e-08, 1.9983e-05, -0.00346517, , , , , , , , , , , , , 
167.821, , 233.97, 261.66, 1.2561, 0.999994, 7.39532e-08, 2.13417e-05, -0.00346517, , , , , , , , , , , , , 
168.321, , 233.97, 261.66, 1.25611, 0.999994, 7.86613e-08, 2.27004e-05, -0.00346517, , , , , , , , , , , , , 
168.821, , 233.97, 261.66, 1.25611, 0.999994, 8.33694e-08, 2.40591e-05, -0.00346517, , , , , , , , , , , , , 
169.321, , 233.97, 261.66, 1.25611, 0.999994, 8.80775e-08, 2.54178e-05, -0.00346517, , , , , , , , , , , , , 
169.821, , 233.97, 261.66, 1.25611, 0.999994, 9.27857e-08, 2.67765e-05, -0.00346517, , , , , , , , , , , , , 
170.321, , 233.97, 261.66, 1.25611, 0.999994, 9.74938e-08, 2.81352e-05, -0.00346517, , , , , , , , , , , , , 
170.821, , 233.97, 261.66, 1.25611, 0.999994, 1.02202e-07, 2.94939e-05, -0.00346517, , , , , , , , , , , , , 
171.321, , 233.97, 261.66, 1.25611, 0.999994, 1.0691e-07, 3.08526e-05, -0.00346517, , , , , , , , , , , , , 
171.821, , 233.97, 261.66, 1.25611, 0.999994, 1.11618e-07, 3.22113e-05, -0.00346517, , , , , , , , , , , , , 
172.321, , 234.159, 261.659, 1.25611, 0.999994, 1.16326e-07, 3.357e-05, -0.00346517, , , , , , , , , , , , , 
172.821, , 236.029, 261.646, 1.25606, 0.999994, 1.21034e-07, 3.49286e-05, -0.00346517, , , , , , , , , , , , , 
173.321, , 239.899, 261.619, 1.25591, 0.999994, 1.25742e-07, 3.62872e-05, -0.00346517, , , , , , , , , , , , , 
173.821, , 245.769, 261.578, 1.25562, 0.999994, 1.3045e-07, 3.76458e-05, -0.00346517, , , , , , , , , , , , , 
174.321, , 253.639, 261.524, 1.25518, 0.999994, 1.35158e-07, 3.90044e-05, -0.00346517, , , , , , , , , , , , , 
174.821, , 263.509, 261.455, 1.25457, 0.999994, 1.39866e-07, 4.0363e-05, -0.00346517, , , , , , , , , , , , , 
175.321, , 275.378, 261.373, 1.25378, 0.999994, 1.44573e-07, 4.17216e-05, -0.00346517, , , , , , , , , , , , , 
175.821, , 289.248, 261.277, 1.2528, 0.999994, 1.49281e-07, 4.30802e-05, -0.00346517, , , , , , , , , , , , , 
176.321, , 305.118, 261.167, 1.25162, 0.999994, 1.53989e-07, 4.44388e-05, -0.00346517, , , , , , , , , , , , , 
176.821, , 322.987, 261.043, 1.25022, 0.999994, 1.58697e-07, 4.57974e-05, -0.00346517, , , , , , , , , , , , , 
177.321, , 342.857, 260.905, 1.2486, 0.999994, 1.63404e-07, 4.71559e-05, -0.00346517, , , , , , , , , , , , , 
177.821, , 364.726, 260.754, 1.24675, 0.999994, 1.68112e-07, 4.85145e-05, -0.00346517, , , , , , , , , , , , , 
178.321, , 388.594, 260.589, 1.24465, 0.999994, 1.72769e-07, 4.9873e-05, -0.00346559, , , , , , , , , , , , , 
178.821, , 412.355, 261.483, 1.24235, 0.999993, 1.23331e-07, 5.12319e-05, -0.00386252, , , , , , , , , , , , , 
179.321, , 434.132, 264.392, 1.24004, 0.999989, 1.73737e-08, 5.25909e-05, -0.00465734, , , , , , , , , , , , , 
179.821, , 453.927, 269.319, 1.23782, 0.999984, -1.11081e-07, 5.39501e-05, -0.00559618, , , , , , , , , , , , , 
180.321, , 471.745, 276.269, 1.23573, 0.999978, -2.49085e-07, 5.53092e-05, -0.00658513, , , , , , , , , , , , , 
180.821, , 487.589, 285.245, 1.2338, 0.999971, -3.91681e-07, 5.66683e-05, -0.00758934, , , , , , , , , , , , , 
181.321, , 501.464, 296.251, 1.23203, 0.999963, -5.3694e-07, 5.80274e-05, -0.00859572, , , , , , , , , , , , , 
181.821, , 513.374, 309.292, 1.23044, 0.999954, -6.84075e-07, 5.93865e-05, -0.00959922, , , , , , , , , , , , , 
182.321, , 523.322, 324.37, 1.22905, 0.999944, -8.32731e-07, 6.07455e-05, -0.0105977, , , , , , , , , , , , , 
182.821, , 531.313, 341.49, 1.22785, 0.999933, -9.82714e-07, 6.21045e-05, -0.0115903, , , , , , , , , , , , , 
183.321, , 537.351, 360.656, 1.22687, 0.999921, -1.13389e-06, 6.34634e-05, -0.0125764, , , , , , , , , , , , , 
183.821, , 541.44, 381.872, 1.22611, 0.999908, -1.28613e-06, 6.48224e-05, -0.0135554, , , , , , , , , , , , , 
184.321, , 543.704, 405.138, 1.22557, 0.999894, -1.43935e-06, 6.61812e-05, -0.0145271, , , , , , , , , , , , , 
184.821, , 545.028, 430.431, 1.22522, 0.99988, -1.59341e-06, 6.75401e-05, -0.015491, , , , , , , , , , , , , 
185.321, , 546.076, 457.734, 1.22497, 0.999865, -1.74821e-06, 6.88988e-05, -0.0164469, , , , , , , , , , , , , 
185.821, , 546.756, 486.403, 1.22478, 0.999854, -1.85141e-06, 7.02575e-05, -0.0171163, , , , , , , , , , , , , 
186.321, , 545.563, 513.506, 1.22472, 0.99986, -1.7554e-06, 7.1616e-05, -0.0167362, , , , , , , , , , , , , 
186.821, , 542.304, 538.677, 1.2249, 0.999874, -1.56758e-06, 7.29744e-05, -0.0158897, , , , , , , , , , , , , 
187.321, , 536.982, 561.913, 1.22536, 0.999889, -1.3444e-06, 7.43326e-05, -0.0148752, , , , , , , , , , , , , 
187.821, , 529.602, 583.209, 1.22614, 0.999905, -1.10729e-06, 7.56907e-05, -0.0138035, , , , , , , , , , , , , 
188.321, , 520.168, 602.56, 1.22725, 0.999919, -8.64426e-07, 7.70486e-05, -0.012716, , , , , , , , , , , , , 
188.821, , 508.683, 619.964, 1.2287, 0.999932, -6.18996e-07, 7.84065e-05, -0.0116283, , , , , , , , , , , , , 
189.321, , 495.152, 635.414, 1.2305, 0.999944, -3.72297e-07, 7.97642e-05, -0.0105465, , , , , , , , , , , , , 
189.821, , 479.58, 648.907, 1.23265, 0.999955, -1.24921e-07, 8.11218e-05, -0.00947311, , , , , , , , , , , , , 
190.321, , 461.97, 660.439, 1.23518, 0.999965, 1.22808e-07, 8.24794e-05, -0.00840945, , , , , , , , , , , , , 
190.821, , 442.327, 670.004, 1.23808, 0.999973, 3.70662e-07, 8.38368e-05, -0.00735622, , , , , , , , , , , , , 
191.321, , 420.654, 677.599, 1.24137, 0.99998, 6.18452e-07, 8.51941e-05, -0.00631399, , , , , , , , , , , , , 
191.821, , 397.073, 683.218, 1.24505, 0.999986, 8.65995e-07, 8.65514e-05, -0.00528324, , , , , , , , , , , , , 
192.321, , 374.318, 686.829, 1.24898, 0.999991, 1.11311e-06, 8.79084e-05, -0.00426442, , , , , , , , , , , , , 
192.821, , 353.546, 688.423, 1.25283, 0.999995, 1.35963e-06, 8.92651e-05, -0.00325799, , , , , , , , , , , , , 
193.321, , 334.761, 688.005, 1.25646, 0.999997, 1.60537e-06, 9.06218e-05, -0.00226436, , , , , , , , , , , , , 
193.821, , 317.967, 685.577, 1.25981, 0.999999, 1.85014e-06, 9.19784e-05, -0.00128396, , , , , , , , , , , , , 
194.321, , 303.168, 681.144, 1.26286, 1, 2.09377e-06, 9.33349e-05, -0.000317198, , , , , , , , , , , , , 
194.821, , 290.368, 674.71, 1.26557, 1, 2.33607e-06, 9.46913e-05, 0.000635532, , , , , , , , , , , , , 
195.321, , 279.57, 666.279, 1.26794, 0.999999, 2.57685e-06, 9.60477e-05, 0.00157384, , , , , , , , , , , , , 
195.821, , 270.778, 655.853, 1.26996, 0.999997, 2.81594e-06, 9.7404e-05, 0.00249735, , , , , , , , , , , , , 
196.321, , 263.997, 643.438, 1.2716, 0.999994, 3.05314e-06, 9.87603e-05, 0.00340569, , , , , , , , , , , , , 
196.821, , 259.228, 629.037, 1.27286, 0.999991, 3.28828e-06, 0.000100116, 0.00429852, , , , , , , , , , , , , 
197.321, , 256.477, 612.652, 1.27372, 0.999987, 3.52115e-06, 0.000101473, 0.00517549, , , , , , , , , , , , , 
197.821, , 255.457, 594.285, 1.27418, 0.999982, 3.75159e-06, 0.000102829, 0.00603629, , , , , , , , , , , , , 
198.321, , 255.249, 573.928, 1.27434, 0.999976, 3.9794e-06, 0.000104185, 0.0068806, , , , , , , , , , , , , 
