Format Version,1.23,Take Name,Take 2022-04-21 07.56.13 AM_014,Take Notes,,Capture Frame Rate,30.000000,Export Frame Rate,30.000000,Capture Start Time,2022-04-21 12.49.50.635 DU.,Total Frames in Take,5062,Total Exported Frames,5062,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker
127,4.233333,595.169434,406.183594,-283.265106
128,4.266667,595.380371,433.349915,-282.612305
129,4.300000,595.544067,460.277863,-282.249878
130,4.333333,595.670105,486.466553,-281.847900
131,4.366667,595.806274,512.022705,-281.597534
132,4.400000,595.885742,536.921387,-281.408173
133,4.433333,595.969604,560.888428,-281.117798
134,4.466667,596.029541,583.958679,-280.787567
135,4.500000,596.168945,606.300781,-280.510864
136,4.533333,596.227173,627.087769,-280.311493
137,4.566667,596.288696,647.195190,-280.182495
138,4.600000,596.416138,666.084839,-280.173126
139,4.633333,596.415100,683.812317,-279.942474
140,4.666667,596.671387,700.566711,-279.320862
141,4.700000,596.730408,716.152283,-279.403015
142,4.733333,596.859558,730.419678,-279.501526
143,4.766667,596.930054,743.799927,-279.394684
144,4.800000,597.209167,756.026978,-279.189209
145,4.833333,597.554504,767.141296,-279.055176
146,4.866667,597.721191,777.074951,-279.183716
147,4.900000,597.888550,786.456299,-278.884827
148,4.933333,597.931519,794.641174,-278.946014
149,4.966667,598.034851,802.081604,-278.812164
150,5.000000,598.538208,808.949829,-278.603546
151,5.033333,598.802734,814.782654,-278.587006
152,5.066667,599.061157,820.219543,-278.654510
153,5.100000,599.254761,824.881287,-278.796875
154,5.133333,599.438049,829.322510,-278.668304
155,5.166667,599.659851,833.305664,-278.603363
156,5.200000,599.729004,836.761841,-278.754120
157,5.233333,599.910339,839.876526,-278.961761
158,5.266667,600.070068,842.963623,-279.061951
159,5.300000,600.199585,845.684631,-279.445160
160,5.333333,600.409668,848.368042,-279.382538
161,5.366667,600.332825,850.911316,-279.822998
162,5.400000,600.366150,853.194824,-280.193939
163,5.433333,600.521973,855.456482,-280.536743
164,5.466667,600.437256,857.828796,-280.920258
165,5.500000,600.406250,859.869995,-281.296478
166,5.533333,600.464966,862.260803,-281.619690
167,5.566667,600.519592,864.260925,-281.873962
168,5.600000,600.276978,866.514648,-282.197479
169,5.633333,600.293213,868.736877,-282.787903
170,5.666667,600.138489,870.714722,-283.200775
171,5.700000,600.113708,873.002686,-283.218719
172,5.733333,599.845520,875.090332,-283.704498
173,5.766667,599.819824,877.078003,-284.157898
174,5.800000,599.520020,879.146423,-284.579254
175,5.833333,599.402954,881.284058,-284.782257
176,5.866667,599.057922,883.210999,-285.125122
177,5.900000,598.874878,884.964294,-285.564056
178,5.933333,598.657593,886.765137,-285.963928
179,5.966667,598.242310,888.525696,-286.289246
180,6.000000,597.909180,889.939880,-286.654358
181,6.033333,597.539429,891.422058,-286.934387
182,6.066667,597.259521,892.730713,-287.346222
183,6.100000,597.055664,893.892456,-287.702576
184,6.133333,596.707275,894.750183,-288.173889
185,6.166667,596.299744,895.465942,-288.621490
186,6.200000,596.011658,896.145264,-288.988983
187,6.233333,595.628662,896.737732,-289.357361
188,6.266667,595.432373,897.208252,-289.636505
189,6.300000,595.238586,897.551208,-289.885925
190,6.333333,595.055359,897.737244,-290.183167
191,6.366667,594.941589,897.770813,-290.453644
192,6.400000,594.843933,897.606201,-290.703552
193,6.433333,594.714294,897.282166,-290.988525
194,6.466667,594.618835,896.789612,-291.285614
195,6.500000,594.654846,896.224182,-291.449066
196,6.533333,594.584473,895.561157,-291.816620
197,6.566667,594.560974,894.730164,-292.418640
198,6.600000,594.560547,893.911926,-292.815125
199,6.633333,594.508118,892.935547,-293.266937
200,6.666667,594.493225,891.833618,-293.611359
201,6.700000,594.512146,890.604675,-294.188812
202,6.733333,594.559998,889.476074,-294.547211
203,6.766667,594.546692,888.238892,-294.861359
204,6.800000,594.468567,887.077637,-295.182709
205,6.833333,594.548645,885.721985,-295.450958
206,6.866667,594.586243,884.261658,-295.905945
207,6.900000,594.542603,882.941406,-296.095306
208,6.933333,594.641541,881.691772,-296.275543
209,6.966667,594.679504,880.296448,-296.605743
210,7.000000,594.661926,878.938049,-296.702454
211,7.033333,594.585571,877.799988,-296.788971
212,7.066667,594.619141,876.597778,-296.756317
213,7.100000,594.692932,875.494202,-296.883881
214,7.133333,594.722717,874.364685,-296.837463
215,7.166667,594.634033,873.200012,-296.801819
216,7.200000,594.521240,872.039246,-296.962280
217,7.233333,594.521057,870.977539,-296.954987
218,7.266667,594.445374,869.902283,-296.927368
219,7.300000,594.337158,868.856628,-296.912506
220,7.333333,594.244812,867.659790,-296.836060
221,7.366667,594.212585,866.643616,-296.716797
222,7.400000,594.067322,865.394104,-296.957214
223,7.433333,594.012085,864.286316,-297.031311
224,7.466667,594.082764,863.323547,-297.074829
225,7.500000,594.040344,862.300842,-297.061432
226,7.533333,593.909790,861.192139,-297.182220
227,7.566667,593.861145,860.100403,-297.286011
228,7.600000,593.932251,859.187500,-297.474640
229,7.633333,593.967773,858.247437,-297.740112
230,7.666667,594.027893,857.310364,-297.926453
231,7.700000,594.033142,856.313416,-297.982452
232,7.733333,594.001404,855.272461,-298.118866
233,7.766667,593.931824,854.358521,-298.290527
234,7.800000,594.015930,853.569092,-298.415314
235,7.833333,594.062134,852.663025,-298.523529
236,7.866667,594.126221,851.826294,-298.673096
237,7.900000,594.154785,850.797668,-298.743134
238,7.933333,594.132080,849.897278,-298.747803
239,7.966667,594.134888,849.113708,-298.808685
240,8.000000,594.210754,848.320129,-298.880280
241,8.033333,594.350769,847.572449,-298.965332
242,8.066667,594.496399,846.852661,-299.037018
243,8.100000,594.564575,846.077393,-298.896454
244,8.133333,594.675476,845.409912,-298.836395
245,8.166667,594.696106,844.842407,-298.925171
246,8.200000,594.828857,844.174988,-298.939087
247,8.233333,595.048584,843.510864,-298.982849
248,8.266667,595.177551,842.683167,-299.029358
249,8.300000,595.377441,841.968994,-299.026581
250,8.333333,595.566345,841.209900,-299.083069
251,8.366667,595.711243,840.458130,-299.075897
252,8.400000,595.878113,839.651428,-299.183563
253,8.433333,595.998047,838.713013,-299.269440
254,8.466667,596.017212,837.631348,-299.571594
255,8.500000,596.128418,836.505432,-299.774292
256,8.533333,596.264160,835.609558,-299.668152
257,8.566667,596.290344,834.706604,-299.843323
258,8.600000,596.305481,833.660095,-300.240173
259,8.633333,596.258728,832.549133,-300.437103
260,8.666667,596.109009,831.539795,-300.647430
261,8.700000,596.014893,830.465149,-300.869751
262,8.733333,596.028870,829.574890,-300.842499
263,8.766667,595.882324,828.473572,-301.184937
264,8.800000,595.799866,827.480896,-301.490051
265,8.833333,595.622070,826.667847,-301.687592
266,8.866667,595.382751,825.837036,-301.795227
267,8.900000,595.170898,825.078796,-301.901367
268,8.933333,594.875854,824.419128,-302.054779
269,8.966667,594.593140,823.788208,-302.293457
270,9.000000,594.285706,823.206848,-302.535706
271,9.033333,594.126831,822.689758,-302.701935
272,9.066667,593.780457,822.146667,-302.899658
273,9.100000,593.351440,821.609985,-303.094818
274,9.133333,592.951660,821.078003,-303.284515
275,9.166667,592.488647,820.466187,-303.723297
276,9.200000,592.073669,819.920288,-303.959595
277,9.233333,591.503540,819.382507,-304.124176
278,9.266667,590.884766,818.957275,-304.289093
279,9.300000,590.290649,818.568909,-304.429138
280,9.333333,589.848694,818.253784,-304.614380
281,9.366667,589.444214,818.037292,-304.729675
282,9.400000,588.915771,817.784302,-304.810760
283,9.433333,588.374084,817.510010,-304.938660
284,9.466667,587.820923,817.257080,-305.036804
285,9.500000,587.316040,817.021423,-305.202850
286,9.533333,586.703186,816.869568,-305.256439
287,9.566667,586.120850,816.589661,-305.423187
288,9.600000,585.503601,816.292114,-305.572388
289,9.633333,584.984253,816.004944,-305.744843
290,9.666667,584.513000,815.612976,-306.018005
291,9.700000,583.912354,815.400574,-306.123871
292,9.733333,583.423584,815.210754,-306.208740
293,9.766667,582.947327,815.077087,-306.245697
294,9.800000,582.472900,814.966064,-306.239227
295,9.833333,582.015930,814.901306,-306.243103
296,9.866667,581.426697,814.877747,-306.178162
297,9.900000,580.845276,814.880554,-306.086151
298,9.933333,580.441284,814.912476,-306.066284
299,9.966667,580.130249,814.995911,-305.976501
300,10.000000,579.708435,815.104309,-305.848511
301,10.033333,579.245361,815.280945,-305.726135
302,10.066667,578.803101,815.402283,-305.445801
303,10.100000,578.508057,815.614929,-305.249695
304,10.133333,578.147949,815.957397,-305.011597
305,10.166667,577.701477,816.133545,-304.771362
306,10.200000,577.361694,816.350159,-304.563049
307,10.233333,577.008728,816.574402,-304.429352
308,10.266667,576.719666,816.841309,-304.229095
309,10.300000,576.396912,817.109558,-304.096924
310,10.333333,576.192322,817.417236,-303.937805
311,10.366667,575.855103,817.703674,-303.814240
312,10.400000,575.580017,817.960144,-303.716675
313,10.433333,575.394714,818.203674,-303.625061
314,10.466667,575.126282,818.441772,-303.563141
315,10.500000,574.875305,818.671875,-303.570465
316,10.533333,574.671753,818.986572,-303.501953
317,10.566667,574.434753,819.380371,-303.332489
318,10.600000,574.154541,819.635498,-303.335236
319,10.633333,573.892517,819.921692,-303.326385
320,10.666667,573.553711,820.163696,-303.308777
321,10.700000,573.324036,820.439087,-303.328827
322,10.733333,573.079529,820.687012,-303.399536
323,10.766667,572.823120,820.973999,-303.504028
324,10.800000,572.632751,821.202209,-303.606018
325,10.833333,572.343018,821.392700,-303.867859
326,10.866667,572.115784,821.595459,-304.016388
327,10.900000,571.956726,821.795654,-304.185486
328,10.933333,571.792725,821.969604,-304.341583
329,10.966667,571.615662,822.152527,-304.539307
330,11.000000,571.411621,822.382080,-304.777802
331,11.033333,571.232788,822.632568,-304.979340
332,11.066667,571.079529,822.898865,-305.171234
333,11.100000,570.942017,823.130615,-305.348633
334,11.133333,570.757874,823.385864,-305.529938
335,11.166667,570.554382,823.677368,-305.698486
336,11.200000,570.426758,823.938416,-305.873383
337,11.233333,570.359985,824.133972,-306.014038
338,11.266667,570.262939,824.405396,-306.201050
339,11.300000,570.149536,824.622437,-306.395844
340,11.333333,569.988525,824.864746,-306.550629
341,11.366667,569.979675,825.064697,-306.702301
342,11.400000,569.837158,825.286011,-306.977020
343,11.433333,569.708923,825.496399,-307.203033
344,11.466667,569.668701,825.684937,-307.508087
345,11.500000,569.517517,825.847961,-307.773102
346,11.533333,569.452698,825.967529,-308.146637
347,11.566667,569.358643,826.082520,-308.467590
348,11.600000,569.228943,826.251282,-308.822906
349,11.633333,569.107544,826.545288,-309.022583
350,11.666667,568.986084,826.745850,-309.464996
351,11.700000,568.888977,826.937927,-309.816345
352,11.733333,568.719910,827.134216,-310.183655
353,11.766667,568.533569,827.168579,-310.744354
354,11.800000,568.392212,827.388977,-311.081726
355,11.833333,568.253296,827.621277,-311.341431
356,11.866667,568.196350,827.945557,-311.448883
357,11.900000,568.156799,828.167175,-311.848755
358,11.933333,568.084290,828.365173,-312.163300
359,11.966667,568.029724,828.566040,-312.487061
360,12.000000,568.000305,828.747742,-312.790405
361,12.033333,567.870422,828.979309,-313.089325
362,12.066667,567.784668,829.204956,-313.341217
363,12.100000,567.681030,829.397034,-313.593292
364,12.133333,567.677795,829.617004,-313.862671
365,12.166667,567.632263,829.862915,-314.196045
366,12.200000,567.552185,830.141663,-314.466766
367,12.233333,567.390137,830.431641,-314.792908
368,12.266667,567.332153,830.720215,-314.969879
369,12.300000,567.278198,830.926575,-315.159058
370,12.333333,567.243774,831.129700,-315.339539
371,12.366667,567.208191,831.332153,-315.526489
372,12.400000,567.042542,831.497559,-315.647675
373,12.433333,566.828125,831.643494,-315.750854
374,12.466667,566.738159,831.817871,-315.836243
375,12.500000,566.610107,831.988403,-315.938293
376,12.533333,566.338745,832.121094,-316.108582
377,12.566667,566.078674,832.290100,-316.154785
378,12.600000,565.884583,832.403748,-316.175842
379,12.633333,565.672607,832.491699,-316.227325
380,12.666667,565.370117,832.584106,-316.271637
381,12.700000,564.982666,832.689209,-316.338928
382,12.733333,564.666199,832.739746,-316.359894
383,12.766667,564.395020,832.801514,-316.422302
384,12.800000,564.085205,832.846924,-316.494293
385,12.833333,563.706482,832.799438,-316.486237
386,12.866667,563.352051,832.730347,-316.528351
387,12.900000,562.934448,832.616882,-316.786865
388,12.933333,562.479919,832.550354,-316.822998
389,12.966667,561.929993,832.487305,-316.833740
390,13.000000,561.386658,832.505066,-316.859222
391,13.033333,560.887146,832.444580,-316.825470
392,13.066667,560.321777,832.436829,-316.808777
393,13.100000,559.773193,832.493042,-316.809448
394,13.133333,559.254333,832.591797,-316.762848
395,13.166667,558.760437,832.708557,-316.665955
396,13.200000,558.193665,832.902832,-316.622009
397,13.233333,557.565857,833.204224,-316.440002
398,13.266667,556.851440,833.457764,-316.379303
399,13.300000,556.253235,833.799805,-316.356750
400,13.333333,555.657471,834.028687,-316.294098
401,13.366667,555.113342,834.335144,-316.197357
402,13.400000,554.431519,834.546936,-316.007965
403,13.433333,553.776733,834.982483,-316.015198
404,13.466667,553.165588,835.250488,-315.985992
405,13.500000,552.621216,835.496582,-315.978180
406,13.533333,552.053711,835.772705,-315.976501
407,13.566667,551.279602,835.895020,-316.147888
408,13.600000,550.611267,836.201782,-316.141479
409,13.633333,550.057251,836.527222,-315.995972
410,13.666667,549.543701,836.702087,-316.042847
411,13.700000,548.996277,836.858337,-315.963379
412,13.733333,548.325989,837.089417,-315.503052
413,13.766667,547.532593,837.237915,-314.925079
414,13.800000,546.772217,837.405518,-313.902802
415,13.833333,546.088867,837.406372,-312.598236
416,13.866667,545.421143,837.448181,-310.879944
417,13.900000,544.843384,837.627625,-308.450623
418,13.933333,544.156006,837.519714,-305.488708
419,13.966667,543.259277,837.601807,-301.951843
420,14.000000,542.467224,837.777954,-297.614624
421,14.033333,541.604797,837.784302,-292.501770
422,14.066667,540.743958,837.819885,-286.487946
423,14.100000,539.872375,837.760071,-279.919861
424,14.133333,538.922424,837.988037,-272.003448
425,14.166667,537.903137,838.033508,-263.769897
426,14.200000,536.897095,838.178894,-254.678848
427,14.233333,535.754150,838.173462,-244.932938
428,14.266667,534.664001,838.349121,-234.217987
429,14.300000,533.568420,838.400879,-222.856003
430,14.333333,532.308899,838.481140,-210.963043
431,14.366667,531.230408,838.597473,-198.529236
432,14.400000,529.919373,838.594666,-185.195206
433,14.433333,528.812927,838.648865,-171.128326
434,14.466667,527.406433,838.612976,-156.999878
435,14.500000,526.116882,838.717407,-141.589233
436,14.533333,524.879944,838.760376,-126.358810
437,14.566667,523.510437,838.752991,-110.158302
438,14.600000,522.216003,838.657043,-93.354630
439,14.633333,520.483032,838.614441,-76.248848
440,14.666667,519.060608,838.545837,-58.476059
441,14.700000,517.880493,838.669739,-40.428150
442,14.733333,516.353210,838.740662,-21.992046
443,14.766667,515.053833,838.779053,-3.189156
444,14.800000,513.520386,838.681885,16.328896
445,14.833333,511.977386,838.598999,35.716080
446,14.866667,510.660645,838.615723,55.449356
447,14.900000,509.130066,838.519653,75.740845
448,14.933333,507.490204,838.517273,96.036644
449,14.966667,506.182556,838.501221,116.916237
450,15.000000,504.362213,838.531982,138.223404
451,15.033333,502.855530,838.680298,159.415634
452,15.066667,501.491669,838.938354,181.231033
453,15.100000,499.783539,839.123047,203.318634
454,15.133333,498.277802,839.300232,225.630920
455,15.166667,496.771423,839.389282,248.155487
456,15.200000,494.962128,839.565491,270.807343
457,15.233333,493.146362,839.605469,293.813080
458,15.266667,491.492035,839.675171,317.303467
459,15.300000,489.791443,839.857666,340.928436
460,15.333333,487.680908,840.211975,364.577728
461,15.366667,485.687622,840.525085,388.569794
462,15.400000,483.891174,840.759216,412.681396
463,15.433333,481.726471,840.814880,436.771027
464,15.466667,479.557404,841.094238,461.173340
465,15.500000,477.333252,841.396362,485.568115
466,15.533333,475.171326,841.536804,510.259644
467,15.566667,472.846344,841.671814,535.138550
468,15.600000,470.671570,841.911499,559.933289
469,15.633333,468.141815,842.035156,584.894470
470,15.666667,465.801727,842.163635,609.790710
471,15.700000,463.081421,842.380981,635.071045
472,15.733333,460.734985,842.312866,660.434631
473,15.766667,458.045380,842.476563,685.540894
474,15.800000,455.345825,842.506531,711.352295
475,15.833333,452.720062,842.414001,736.637634
476,15.866667,449.964935,842.285828,762.533752
477,15.900000,447.181641,842.162720,787.814697
478,15.933333,444.347534,842.004150,813.947510
479,15.966667,441.628357,841.929443,839.436584
480,16.000000,438.743866,841.809937,865.462341
481,16.033333,435.920532,841.453247,891.195923
482,16.066667,433.080444,841.314880,917.138306
483,16.100000,430.281616,840.909729,943.149048
484,16.133333,427.300201,840.595337,969.295044
485,16.166667,424.407471,840.080627,995.189697
486,16.200000,421.579773,839.756836,1021.470642
487,16.233333,418.691162,839.438354,1047.617432
488,16.266667,415.836700,838.827454,1073.967041
489,16.300000,412.858826,838.573730,1100.153564
490,16.333333,409.918823,837.946289,1126.261230
491,16.366667,406.979645,837.305664,1152.425415
492,16.400000,404.125366,836.761230,1178.984375
493,16.433333,401.160675,836.268799,1205.120728
494,16.466667,398.243713,835.650818,1231.547852
495,16.500000,395.311310,835.119263,1258.177979
496,16.533333,392.718170,834.631714,1284.065063
497,16.566667,390.341705,834.102966,1309.927246
498,16.600000,388.084320,833.736267,1335.276489
499,16.633333,386.556152,833.174255,1360.669434
500,16.666667,385.178284,832.591553,1385.252686
501,16.700000,384.282104,832.160522,1409.525269
502,16.733333,384.104553,831.658997,1433.219727
503,16.766667,384.517700,831.244324,1456.367554
504,16.800000,385.164154,830.837646,1478.563965
505,16.833333,386.591248,830.444397,1500.294800
506,16.866667,388.860260,830.017029,1521.032959
507,16.900000,391.477997,829.631470,1541.102051
508,16.933333,395.354889,829.064941,1560.286743
509,16.966667,399.552216,828.795105,1579.066284
510,17.000000,404.275421,828.298218,1596.765503
511,17.033333,409.581512,827.990112,1613.848755
512,17.066667,415.500153,827.764221,1630.300903
513,17.100000,421.893066,827.358276,1645.956055
514,17.133333,429.272339,827.195129,1661.022827
515,17.166667,436.842102,826.859497,1675.405762
516,17.200000,445.063507,826.902771,1689.192749
517,17.233333,453.966797,826.709717,1702.200073
518,17.266667,463.271454,826.609192,1714.892456
519,17.300000,473.247864,826.508118,1726.874878
520,17.333333,483.414734,826.714600,1738.098633
521,17.366667,494.621094,826.797607,1749.020630
522,17.400000,506.139282,826.954956,1759.178223
523,17.433333,517.881470,827.284241,1769.052612
524,17.466667,530.230774,827.723267,1778.012451
525,17.500000,543.159607,828.052673,1787.006958
526,17.533333,556.494873,828.394592,1795.251465
527,17.566667,570.313721,829.022156,1803.128784
528,17.600000,584.621948,829.442932,1810.475220
529,17.633333,599.232117,829.945007,1817.405029
530,17.666667,614.166504,830.653259,1823.972900
531,17.700000,630.050659,831.114929,1830.309814
532,17.733333,645.713196,831.908691,1836.040527
533,17.766667,662.336914,832.587952,1841.613525
534,17.800000,679.078064,833.399658,1846.765381
535,17.833333,696.359680,834.145691,1851.568237
536,17.866667,714.036621,835.016724,1855.915649
537,17.900000,731.835327,835.720093,1860.194214
538,17.933333,750.054016,836.565796,1863.912842
539,17.966667,768.581543,837.312744,1867.606323
540,18.000000,787.478943,838.094910,1871.039429
541,18.033333,806.537964,838.768921,1873.878174
542,18.066667,826.022644,839.469299,1876.834473
543,18.100000,845.633850,840.146606,1879.510864
544,18.133333,865.570679,840.796021,1882.136230
545,18.166667,885.681946,841.491821,1884.198120
546,18.200000,906.074585,842.003357,1886.593262
547,18.233333,926.327576,842.571960,1888.380737
548,18.266667,946.972534,843.126770,1890.244995
549,18.300000,967.800659,843.528748,1891.762207
550,18.333333,988.754578,844.068054,1893.496216
551,18.366667,1009.526489,844.435303,1894.845703
552,18.400000,1030.746948,844.703430,1896.020752
553,18.433333,1052.157349,845.101563,1896.905518
554,18.466667,1073.474365,845.337585,1897.921265
555,18.500000,1094.931396,845.494446,1898.794922
556,18.533333,1116.711914,845.559570,1899.596558
557,18.566667,1138.500244,845.663452,1899.839355
558,18.600000,1160.416626,845.660461,1900.194824
559,18.633333,1182.463013,845.733459,1900.412720
560,18.666667,1204.650757,845.793091,1900.597290
561,18.700000,1226.791992,845.615601,1900.798828
562,18.733333,1249.279541,845.500305,1900.747681
563,18.766667,1271.771484,845.258301,1900.344360
564,18.800000,1294.335205,845.205444,1900.322510
565,18.833333,1317.175293,845.257446,1900.001953
566,18.866667,1340.075195,845.167236,1899.345581
567,18.900000,1362.854248,845.114746,1899.172485
568,18.933333,1385.882324,845.152588,1898.696167
569,18.966667,1408.991211,844.818420,1897.731079
570,19.000000,1432.104736,844.857605,1897.551758
571,19.033333,1455.409058,844.821899,1896.901978
572,19.066667,1478.681030,844.351563,1896.231445
573,19.100000,1502.117065,844.111633,1895.585205
574,19.133333,1525.723877,843.859009,1894.394043
575,19.166667,1549.166992,843.587341,1894.079468
576,19.200000,1572.772339,843.170776,1893.202637
577,19.233333,1596.462036,842.976807,1892.797485
578,19.266667,1620.485474,842.473938,1892.018921
579,19.300000,1644.225830,842.164368,1891.485107
580,19.333333,1667.937256,841.866211,1891.328003
581,19.366667,1691.991699,841.421265,1890.588501
582,19.400000,1715.933960,841.191223,1890.023804
583,19.433333,1739.919434,840.745789,1889.498413
584,19.466667,1763.805908,840.310181,1888.995605
585,19.500000,1787.790649,839.993713,1888.737793
586,19.533333,1811.916260,839.566406,1887.833496
587,19.566667,1836.072998,839.285461,1887.384888
588,19.600000,1860.118530,838.903687,1886.824829
589,19.633333,1883.999878,838.411743,1886.428223
