Format Version,1.23,Take Name,Take 2022-04-21 07.56.13 AM_007,Take Notes,,Capture Frame Rate,30.000000,Export Frame Rate,30.000000,Capture Start Time,2022-04-21 12.33.40.997 DU.,Total Frames in Take,4853,Total Exported Frames,4853,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Unlabeled 1258,Unlabeled 1258,Unlabeled 1258
,ID,"C47B0","C47B0","C47B0"
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
1028,34.266667,965.911926,51.183868,-162.206848
1029,34.300000,966.346252,55.258167,-162.116821
1030,34.333333,966.721924,61.067459,-161.862228
1031,34.366667,966.490784,68.844986,-161.648575
1032,34.400000,966.402161,79.792191,-161.527725
1033,34.433333,966.619934,94.109573,-161.201019
1034,34.466667,966.970825,111.242828,-160.764999
1035,34.500000,966.968323,131.121323,-160.203964
1036,34.533333,966.795654,153.068939,-159.404785
1037,34.566667,966.238831,176.792007,-158.951218
1038,34.600000,965.429871,202.121094,-158.525253
1039,34.633333,964.405518,228.250000,-157.954666
1040,34.666667,963.313965,255.261444,-157.902191
1041,34.700000,961.921753,282.733368,-157.746292
1042,34.733333,960.483643,311.178619,-157.134018
1043,34.766667,958.854553,339.586334,-156.754623
1044,34.800000,956.789063,368.267853,-156.348633
1045,34.833333,954.768188,397.123413,-155.990234
1046,34.866667,952.636475,425.734924,-156.023987
1047,34.900000,950.345459,454.207275,-155.795456
1048,34.933333,948.135498,482.223358,-155.684280
1049,34.966667,945.804016,509.856110,-155.360535
1050,35.000000,943.183350,536.610291,-155.395233
1051,35.033333,940.685425,562.815491,-155.131851
1052,35.066667,938.146606,588.198914,-154.712936
1053,35.100000,935.459106,612.605774,-154.775406
1054,35.133333,932.427734,635.955383,-154.649811
1055,35.166667,929.532532,658.459900,-154.533981
1056,35.200000,926.762085,679.449646,-154.458939
1057,35.233333,924.055176,699.388428,-154.644379
1058,35.266667,921.497009,718.223755,-154.612000
1059,35.300000,918.948792,735.778503,-154.911758
1060,35.333333,916.311035,752.223022,-154.975677
1061,35.366667,913.961731,767.334412,-155.630768
1062,35.400000,911.884949,781.095947,-156.027969
1063,35.433333,909.874451,793.657898,-156.824921
1064,35.466667,907.913940,805.171875,-157.534470
1065,35.500000,906.296692,815.283997,-158.391373
1066,35.533333,904.748718,824.659424,-159.373779
1067,35.566667,903.469482,832.535889,-160.801193
1068,35.600000,902.275085,839.635864,-162.259735
1069,35.633333,901.401794,845.777893,-163.800064
1070,35.666667,900.478210,851.007080,-165.778412
1071,35.700000,899.828796,855.588379,-167.578766
1072,35.733333,899.309021,859.023010,-169.774536
1073,35.766667,899.135193,862.065796,-171.919891
1074,35.800000,898.921692,864.271362,-174.278488
1075,35.833333,898.715576,866.033447,-176.764969
1076,35.866667,898.882446,867.375305,-179.199356
1077,35.900000,899.165344,868.280579,-181.715149
1078,35.933333,899.506897,868.668762,-183.946060
1079,35.966667,899.723755,869.011414,-186.867050
1080,36.000000,900.348450,868.925781,-188.869125
1081,36.033333,900.719788,868.712280,-191.446625
1082,36.066667,901.485840,868.399658,-193.712967
1083,36.100000,902.224976,867.891113,-195.683105
1084,36.133333,902.597351,867.461365,-197.822937
1085,36.166667,903.112793,867.029785,-199.671707
1086,36.200000,903.636475,866.676636,-201.433472
1087,36.233333,904.369873,866.054199,-202.793411
1088,36.266667,904.841370,865.461548,-204.381500
1089,36.300000,905.490540,865.151550,-205.617630
1090,36.333333,906.033142,864.979919,-206.853989
1091,36.366667,906.468933,864.907593,-207.630768
1092,36.400000,906.924622,864.830811,-208.426880
1093,36.433333,907.293640,864.679749,-209.111069
1094,36.466667,907.609985,864.723389,-209.696213
1095,36.500000,907.984558,864.731995,-210.071259
1096,36.533333,908.365295,864.790283,-210.338455
1097,36.566667,908.735168,864.927368,-210.523605
1098,36.600000,909.007996,865.045105,-210.533890
1099,36.633333,909.117981,865.266418,-210.468826
1100,36.666667,909.382324,865.547241,-210.251297
1101,36.700000,909.646301,865.833435,-209.931366
1102,36.733333,909.750549,866.120911,-209.641617
1103,36.766667,909.946350,866.389954,-209.172333
1104,36.800000,910.077942,866.642639,-208.753143
1105,36.833333,910.190369,866.905029,-208.267197
1106,36.866667,910.270752,867.118408,-207.769958
1107,36.900000,910.319336,867.336548,-207.166412
1108,36.933333,910.360535,867.558289,-206.440308
1109,36.966667,910.360535,867.691650,-205.698517
1110,37.000000,910.437622,868.099731,-204.835632
1111,37.033333,910.439636,868.183899,-203.997284
1112,37.066667,910.488708,868.107666,-203.175430
1113,37.100000,910.303833,868.035400,-202.147903
1114,37.133333,910.125122,868.095154,-201.325516
1115,37.166667,909.950562,868.072998,-200.559265
1116,37.200000,909.794983,867.961121,-199.741959
1117,37.233333,909.493774,867.776245,-198.839233
1118,37.266667,909.129089,867.601868,-197.936539
1119,37.300000,908.817017,867.452454,-196.906845
1120,37.333333,908.487549,867.250916,-195.963455
1121,37.366667,908.041748,866.950867,-194.947601
1122,37.400000,907.627258,866.549561,-194.045670
1123,37.433333,907.235352,866.067749,-193.118576
1124,37.466667,906.629944,865.555725,-192.081726
1125,37.500000,905.981750,865.007935,-191.037003
1126,37.533333,905.414856,864.446960,-189.963455
1127,37.566667,904.954956,863.842896,-188.889297
1128,37.600000,904.385986,863.147827,-187.995819
1129,37.633333,903.817505,862.520630,-187.171997
1130,37.666667,903.014954,861.877136,-186.318832
1131,37.700000,902.221802,861.311646,-185.407501
1132,37.733333,901.590881,860.411255,-184.565689
1133,37.766667,900.995728,859.531982,-183.695740
1134,37.800000,900.398865,858.644775,-183.019302
1135,37.833333,899.708801,857.830566,-182.427902
1136,37.866667,898.880432,856.992310,-181.738205
1137,37.900000,898.198547,856.145813,-181.049622
1138,37.933333,897.623596,855.251343,-180.367371
1139,37.966667,896.937195,854.131775,-179.713196
1140,38.000000,896.261597,853.155518,-179.228165
1141,38.033333,895.495728,852.302673,-178.782059
1142,38.066667,894.777588,851.394104,-178.407806
1143,38.100000,894.155090,850.569153,-177.973099
1144,38.133333,893.430115,849.626770,-177.381653
1145,38.166667,892.816589,848.758545,-177.038406
1146,38.200000,892.248047,847.718323,-176.545334
1147,38.233333,891.629395,846.704956,-176.232712
1148,38.266667,891.098999,845.888184,-175.833984
1149,38.300000,890.613953,845.033508,-175.640793
1150,38.333333,890.186279,844.112854,-175.668106
1151,38.366667,889.849854,843.353516,-175.535034
1152,38.400000,889.553345,842.580627,-175.380569
1153,38.433333,889.323914,841.847839,-175.165359
1154,38.466667,889.138855,841.192932,-174.887482
1155,38.500000,888.995728,840.612000,-174.645508
1156,38.533333,888.938354,840.050171,-174.434601
1157,38.566667,888.970703,839.563293,-174.293839
1158,38.600000,889.050964,839.050110,-174.067764
1159,38.633333,889.133911,838.503540,-173.887756
1160,38.666667,889.270752,838.108032,-173.747726
1161,38.700000,889.577576,837.660400,-173.578583
1162,38.733333,889.942566,837.358643,-173.237244
1163,38.766667,890.282776,837.020081,-173.103119
1164,38.800000,890.607971,836.765198,-172.943054
1165,38.833333,890.962524,836.467773,-172.900879
1166,38.866667,891.519714,836.471497,-172.478760
1167,38.900000,891.909424,836.434692,-172.233688
1168,38.933333,892.381836,836.437866,-172.007980
1169,38.966667,892.950989,836.399902,-171.936218
1170,39.000000,893.551819,836.499939,-171.797394
1171,39.033333,894.136536,836.653992,-171.708008
1172,39.066667,894.693909,836.849915,-171.595963
1173,39.100000,895.168091,837.046570,-171.489822
1174,39.133333,895.600586,837.289063,-171.342667
1175,39.166667,896.045288,837.556091,-171.231140
1176,39.200000,896.502686,837.772583,-171.052811
1177,39.233333,896.872986,838.070190,-171.028458
1178,39.266667,897.377991,838.322388,-170.954224
1179,39.300000,897.856873,838.582642,-170.932343
1180,39.333333,898.319214,838.832092,-170.871292
1181,39.366667,898.649475,839.061707,-170.883545
1182,39.400000,898.987915,839.291992,-170.855225
1183,39.433333,899.257507,839.575562,-170.462952
1184,39.466667,899.476685,839.761719,-170.520584
1185,39.500000,899.680725,839.979126,-170.570297
1186,39.533333,899.837036,840.228577,-170.602051
1187,39.566667,900.083130,840.492798,-170.674301
1188,39.600000,900.219055,840.766724,-170.782288
1189,39.633333,900.365356,840.962585,-170.886292
1190,39.666667,900.422424,841.119141,-170.975693
1191,39.700000,900.418823,841.205017,-171.146957
1192,39.733333,900.442749,841.298828,-171.376587
1193,39.766667,900.437012,841.349182,-171.506409
1194,39.800000,900.361938,841.403809,-171.731766
1195,39.833333,900.189575,841.407898,-172.105606
1196,39.866667,900.047058,841.481445,-172.326645
1197,39.900000,899.933472,841.558655,-172.497131
1198,39.933333,899.798401,841.660034,-172.618057
1199,39.966667,899.625183,841.722290,-172.784439
1200,40.000000,899.484863,841.767151,-172.968918
1201,40.033333,899.273804,841.812134,-173.126404
1202,40.066667,899.036987,841.846741,-173.233566
1203,40.100000,898.783752,841.897583,-173.370926
1204,40.133333,898.484619,841.983215,-173.460999
1205,40.166667,898.139160,842.055664,-173.589859
1206,40.200000,897.691772,842.123901,-173.699539
1207,40.233333,897.154236,842.190918,-173.812973
1208,40.266667,896.727966,842.291443,-173.905441
1209,40.300000,896.163330,842.381287,-173.949585
1210,40.333333,895.604187,842.447754,-174.084000
1211,40.366667,895.118042,842.390381,-174.134247
1212,40.400000,894.592834,842.490051,-174.167404
1213,40.433333,894.016235,842.712891,-174.370377
1214,40.466667,893.318115,842.830505,-174.463303
1215,40.500000,892.574097,842.942688,-174.476456
1216,40.533333,891.662476,843.048096,-174.461227
1217,40.566667,890.851563,842.996765,-174.563751
1218,40.600000,890.112244,843.076538,-174.527115
1219,40.633333,889.384155,843.166565,-174.476654
1220,40.666667,888.524536,843.252930,-174.339981
1221,40.700000,887.653320,843.478760,-174.052994
1222,40.733333,886.572449,843.580627,-173.883438
1223,40.766667,885.742981,843.763062,-173.624237
1224,40.800000,884.796143,843.871643,-173.337555
1225,40.833333,883.940063,844.023376,-173.110031
1226,40.866667,882.992981,844.187195,-172.905716
1227,40.900000,881.951660,844.430054,-172.614227
1228,40.933333,881.120056,844.694763,-172.344589
1229,40.966667,880.228394,845.002686,-172.028549
1230,41.000000,879.297668,845.382446,-171.786163
1231,41.033333,878.343811,845.602112,-171.638397
1232,41.066667,877.473938,846.079285,-171.097565
1233,41.100000,876.551086,846.434265,-170.969635
1234,41.133333,875.908081,846.833923,-170.698792
1235,41.166667,875.317200,847.185669,-170.481812
1236,41.200000,874.707581,847.471741,-170.295853
1237,41.233333,874.081360,847.820007,-170.105026
1238,41.266667,873.523010,848.122375,-169.932678
1239,41.300000,873.038757,848.368225,-169.782761
1240,41.333333,872.617981,848.651306,-169.675720
1241,41.366667,872.310364,849.052856,-169.630127
1242,41.400000,872.158081,849.375061,-169.519592
1243,41.433333,872.065979,849.681030,-169.405212
1244,41.466667,872.035645,850.030579,-169.286697
1245,41.500000,872.162292,850.431946,-169.031158
1246,41.533333,872.259644,850.734009,-168.914810
1247,41.566667,872.464783,851.002869,-168.873413
1248,41.600000,872.796509,851.204712,-168.860870
1249,41.633333,873.234558,851.407776,-168.874634
1250,41.666667,873.847961,851.619385,-168.880386
1251,41.700000,874.521362,851.810486,-168.922577
1252,41.733333,875.097290,851.857117,-169.121613
1253,41.766667,875.923279,852.086975,-168.981873
1254,41.800000,876.642151,852.127991,-169.028732
1255,41.833333,877.483948,852.130249,-169.089706
1256,41.866667,878.502441,851.897461,-169.190384
1257,41.900000,879.578918,851.775696,-169.322052
1258,41.933333,880.582825,851.643005,-169.459686
1259,41.966667,881.500732,851.348145,-169.521835
1260,42.000000,882.477600,851.001038,-169.656754
1261,42.033333,883.655090,850.572754,-169.758347
1262,42.066667,884.729553,850.064209,-169.796402
1263,42.100000,885.874268,849.503784,-169.646103
1264,42.133333,886.906860,848.991089,-169.717148
1265,42.166667,888.118530,848.393677,-169.819382
1266,42.200000,889.172791,847.692810,-169.818573
1267,42.233333,890.102417,847.230347,-169.942841
1268,42.266667,891.080322,846.477539,-170.026489
1269,42.300000,892.120300,845.663818,-170.157074
1270,42.333333,893.159912,844.798096,-170.574860
1271,42.366667,894.124268,844.051147,-170.733063
1272,42.400000,894.946167,843.350891,-170.778656
1273,42.433333,895.732849,842.510864,-170.779770
1274,42.466667,896.632813,841.757629,-170.945251
1275,42.500000,897.462524,841.138428,-171.133774
1276,42.533333,898.389160,840.550415,-171.372833
1277,42.566667,899.301575,840.002014,-171.666565
1278,42.600000,900.185303,839.651123,-171.653870
1279,42.633333,900.921631,839.168762,-171.844910
1280,42.666667,901.654175,838.733887,-172.033646
1281,42.700000,902.578674,838.241211,-172.187363
1282,42.733333,903.372253,837.868713,-172.247650
1283,42.766667,904.017334,837.551147,-172.316666
1284,42.800000,904.542297,837.266479,-172.473389
1285,42.833333,905.115173,836.972351,-172.537796
1286,42.866667,905.593689,836.735291,-172.604630
1287,42.900000,906.186462,836.491699,-172.650696
1288,42.933333,906.596680,836.129822,-172.802444
1289,42.966667,906.988220,835.869019,-172.870193
1290,43.000000,907.385803,835.632385,-172.964493
1291,43.033333,907.886658,835.361389,-173.193909
1292,43.066667,908.292114,835.045898,-173.267395
1293,43.100000,908.596069,834.777466,-173.320236
1294,43.133333,908.901123,834.435547,-173.312317
1295,43.166667,909.103455,834.129150,-173.347244
1296,43.200000,909.313782,833.855347,-173.414261
1297,43.233333,909.420349,833.521912,-173.382156
1298,43.266667,909.490540,833.325134,-173.433517
1299,43.300000,909.548645,833.152710,-173.459351
1300,43.333333,909.566772,833.008911,-173.506485
1301,43.366667,909.536316,832.916260,-173.382751
1302,43.400000,909.504883,832.967529,-173.248962
1303,43.433333,909.389893,832.986511,-172.871506
1304,43.466667,909.322815,833.035339,-172.353531
1305,43.500000,909.175476,833.110840,-171.646271
1306,43.533333,909.084229,833.169128,-170.563995
1307,43.566667,909.095520,833.346069,-169.278336
1308,43.600000,909.062012,833.467957,-167.754990
1309,43.633333,908.947693,833.633911,-165.907089
1310,43.666667,908.781677,833.822510,-163.755585
1311,43.700000,908.730530,834.080566,-160.714890
1312,43.733333,908.763245,834.227417,-157.767593
1313,43.766667,908.529419,834.285767,-154.303574
1314,43.800000,908.631653,834.409241,-150.596146
1315,43.833333,908.732117,834.585327,-146.141586
1316,43.866667,908.831665,834.738586,-141.472733
1317,43.900000,908.729797,834.788147,-136.676437
1318,43.933333,908.781982,834.998352,-131.045868
1319,43.966667,908.566895,835.068726,-125.335175
1320,44.000000,908.636658,835.238220,-119.112503
1321,44.033333,908.861206,835.334473,-112.706810
1322,44.066667,908.850586,835.313110,-105.791725
1323,44.100000,908.634521,835.545959,-98.686615
1324,44.133333,908.534302,835.501343,-91.244728
1325,44.166667,908.576355,835.410156,-83.560020
1326,44.200000,908.618958,835.611023,-75.596672
1327,44.233333,908.258545,835.719177,-67.258896
1328,44.266667,908.247192,835.682190,-58.779224
1329,44.300000,908.372742,835.884216,-49.681583
1330,44.333333,907.908447,835.882019,-40.604744
1331,44.366667,907.669617,835.767273,-31.104506
1332,44.400000,907.789856,836.098572,-21.349619
1333,44.433333,907.593628,836.328308,-11.471854
1334,44.466667,907.294067,836.369141,-1.400838
1335,44.500000,907.265564,836.889709,8.914926
1336,44.533333,906.873291,837.127014,19.826818
1337,44.566667,906.773376,837.288696,30.478382
1338,44.600000,906.783386,837.807434,41.250195
1339,44.633333,906.382813,838.166565,52.365799
1340,44.666667,906.158325,838.331543,63.733765
1341,44.700000,906.002502,838.746155,74.994431
1342,44.733333,905.735413,839.053589,86.928612
1343,44.766667,905.758911,839.368530,98.616684
1344,44.800000,905.532776,839.672913,110.198433
1345,44.833333,905.154968,839.680847,122.291039
1346,44.866667,905.198669,840.122131,134.247345
1347,44.900000,904.885803,840.098999,146.543182
1348,44.933333,904.702148,840.288513,158.555557
1349,44.966667,904.364929,840.274963,171.020798
1350,45.000000,904.121277,840.332092,183.223694
1351,45.033333,903.995239,840.309509,195.862579
1352,45.066667,903.723511,840.428345,208.412964
1353,45.100000,903.500183,840.436096,221.093719
1354,45.133333,903.222778,840.343323,233.630127
1355,45.166667,902.955078,840.192932,246.578232
1356,45.200000,902.904297,840.128784,259.125427
1357,45.233333,902.388428,839.865967,272.144836
1358,45.266667,902.238220,839.622375,284.813171
1359,45.300000,901.977478,839.340332,297.882385
1360,45.333333,901.776001,839.134155,310.802551
1361,45.366667,901.594666,838.688782,323.816742
1362,45.400000,901.133728,838.398071,336.904144
1363,45.433333,901.340698,838.037476,349.945435
1364,45.466667,901.046692,837.814331,362.949554
1365,45.500000,900.909302,837.303467,375.846863
1366,45.533333,900.966675,836.912781,389.100830
1367,45.566667,900.772461,836.467285,402.113617
1368,45.600000,900.943237,835.936157,415.124420
1369,45.633333,900.915527,835.520752,428.334351
1370,45.666667,901.034485,834.975952,441.423828
1371,45.700000,901.090576,834.394531,454.772217
1372,45.733333,901.305725,833.969910,467.878754
1373,45.766667,901.607300,833.505859,480.872711
1374,45.800000,901.745605,833.095093,494.111481
1375,45.833333,902.208008,832.586731,507.193695
1376,45.866667,902.410339,831.982910,520.562500
1377,45.900000,902.658691,831.650330,533.855469
1378,45.933333,903.115112,831.038452,546.967163
1379,45.966667,903.443909,830.433350,560.333923
1380,46.000000,903.751404,829.978760,573.313660
1381,46.033333,904.132263,829.417847,586.813354
1382,46.066667,904.589294,828.882202,600.261719
1383,46.100000,905.050903,828.249268,613.534302
1384,46.133333,905.442200,827.552795,627.088135
1385,46.166667,905.765503,826.751343,640.331360
1386,46.200000,906.255432,826.045898,653.699219
1387,46.233333,906.727051,825.200439,667.392029
1388,46.266667,907.329834,824.463379,680.747131
1389,46.300000,907.704651,823.720947,694.187378
1390,46.333333,908.273926,822.872620,707.789734
1391,46.366667,908.977600,821.981140,721.137634
1392,46.400000,909.410767,821.093994,734.614563
1393,46.433333,909.826782,820.328552,748.167114
1394,46.466667,910.726929,819.567444,761.588562
1395,46.500000,911.306641,818.712402,775.150635
1396,46.533333,911.760681,817.882019,788.429260
1397,46.566667,912.356384,817.214417,801.824219
1398,46.600000,912.940979,816.481323,815.458130
1399,46.633333,913.577515,815.871643,828.898315
1400,46.666667,914.233582,815.256531,842.350403
1401,46.700000,914.790649,814.793457,855.971008
1402,46.733333,915.262512,814.158936,869.342346
1403,46.766667,916.003357,813.739868,882.889526
1404,46.800000,916.716003,813.252563,896.272644
1405,46.833333,917.237366,812.770508,909.975525
1406,46.866667,917.983093,812.315063,923.485413
1407,46.900000,918.679810,811.909485,936.904846
1408,46.933333,919.335938,811.417114,950.443420
1409,46.966667,920.268921,810.955078,963.949341
1410,47.000000,921.075500,810.592590,977.525818
1411,47.033333,921.858276,810.000000,991.249573
1412,47.066667,922.623962,809.594727,1004.657532
1413,47.100000,923.447571,809.000793,1018.034241
1414,47.133333,924.623901,808.641724,1031.415161
1415,47.166667,925.918579,808.110474,1044.514160
1416,47.200000,927.305359,807.726746,1057.484131
1417,47.233333,928.837219,807.284729,1070.183716
1418,47.266667,930.568665,807.054504,1082.728760
1419,47.300000,932.463318,806.682617,1094.635986
1420,47.333333,934.818604,806.487366,1106.517334
1421,47.366667,937.285217,806.073608,1117.878906
1422,47.400000,940.393188,805.937622,1128.825073
1423,47.433333,943.578857,805.599182,1139.270020
1424,47.466667,947.015137,805.335815,1149.273560
1425,47.500000,951.197083,805.146729,1158.762207
1426,47.533333,955.225342,804.760010,1167.843262
1427,47.566667,960.010376,804.549805,1176.671387
1428,47.600000,964.976807,804.410156,1184.893921
1429,47.633333,970.157471,803.979492,1192.786133
1430,47.666667,975.850281,803.691650,1200.471680
1431,47.700000,981.701233,803.631531,1207.325195
1432,47.733333,987.987610,803.507324,1214.070557
1433,47.766667,994.362061,803.366882,1220.438843
1434,47.800000,1001.143127,803.094727,1226.377075
1435,47.833333,1007.963562,803.235474,1232.073242
1436,47.866667,1014.990784,803.070496,1237.201538
1437,47.900000,1022.415894,803.058350,1242.058472
1438,47.933333,1030.103394,802.960205,1246.685913
1439,47.966667,1038.128540,802.917786,1250.668823
1440,48.000000,1046.266235,802.822327,1254.541504
1441,48.033333,1054.385498,803.089966,1258.300293
1442,48.066667,1063.014160,803.242676,1261.475952
1443,48.100000,1071.713867,803.430054,1264.434692
1444,48.133333,1080.601196,803.736450,1267.283325
1445,48.166667,1089.693848,804.086365,1269.711914
1446,48.200000,1099.067017,804.322449,1271.906006
1447,48.233333,1108.523438,804.750305,1273.989624
1448,48.266667,1118.196899,805.049377,1275.723511
1449,48.300000,1127.732178,805.501892,1277.516846
1450,48.333333,1137.885254,805.946228,1278.949219
1451,48.366667,1148.118774,806.532104,1280.174683
1452,48.400000,1158.226685,806.919006,1281.228027
1453,48.433333,1168.598755,807.291199,1282.062744
1454,48.466667,1179.225220,807.783752,1282.856079
1455,48.500000,1189.967407,808.178101,1283.440186
1456,48.533333,1200.651733,808.501221,1283.839600
1457,48.566667,1211.450317,808.841858,1284.093140
1458,48.600000,1222.405518,809.025330,1284.260254
1459,48.633333,1233.562378,809.347412,1284.299805
1460,48.666667,1244.684326,809.538086,1284.220093
1461,48.700000,1255.972656,809.674194,1284.011475
1462,48.733333,1267.298340,809.999207,1283.895630
1463,48.766667,1278.751099,810.087402,1283.541382
1464,48.800000,1290.370850,810.246094,1283.156982
1465,48.833333,1302.128174,810.472717,1282.787354
1466,48.866667,1313.854126,810.567627,1282.338379
1467,48.900000,1325.637939,810.582642,1281.606934
1468,48.933333,1337.487061,810.715088,1280.949341
1469,48.966667,1349.599365,810.669556,1280.360107
1470,49.000000,1361.507446,810.668640,1279.543579
1471,49.033333,1373.465454,810.636108,1278.688232
1472,49.066667,1385.627197,810.612610,1277.612183
1473,49.100000,1398.006958,810.637939,1276.715576
1474,49.133333,1410.213867,810.634766,1275.679321
1475,49.166667,1422.580688,810.580750,1274.450195
1476,49.200000,1435.157593,810.808228,1273.554443
1477,49.233333,1447.483032,810.677856,1272.176636
1478,49.266667,1459.830200,810.663635,1270.988159
1479,49.300000,1472.386475,810.685730,1269.724731
1480,49.333333,1484.814209,810.578064,1268.377197
1481,49.366667,1497.437012,810.463257,1266.921875
1482,49.400000,1510.258667,810.457703,1265.626709
1483,49.433333,1522.905762,810.220825,1264.185913
1484,49.466667,1535.678345,810.234070,1262.692017
1485,49.500000,1548.385742,810.202454,1261.273193
1486,49.533333,1561.272583,809.996521,1259.788452
1487,49.566667,1574.242798,809.780640,1258.302979
1488,49.600000,1587.025757,809.446350,1256.629883
1489,49.633333,1600.011108,809.052124,1254.971313
1490,49.666667,1612.987183,808.592651,1253.205688
1491,49.700000,1625.999268,808.456848,1251.456299
1492,49.733333,1639.064453,808.109497,1249.803833
1493,49.766667,1651.998169,807.546204,1247.879395
1494,49.800000,1665.232300,807.152527,1245.615601
1495,49.833333,1678.327759,806.826721,1244.019897
1496,49.866667,1691.254883,806.410522,1242.184204
1497,49.900000,1704.546997,806.146790,1240.053833
1498,49.933333,1717.706543,805.802917,1238.307495
1499,49.966667,1730.709351,805.425903,1236.177490
1500,50.000000,1743.910156,805.204224,1234.150024
1501,50.033333,1757.161865,805.082764,1232.075806
1502,50.066667,1770.289917,804.958313,1230.029297
1503,50.100000,1783.358032,804.881958,1228.004150
1504,50.133333,1796.602783,804.885193,1225.890869
1505,50.166667,1809.792847,804.865784,1223.836304
1506,50.200000,1822.893433,804.870667,1221.456177
1507,50.233333,1836.067383,805.172119,1219.619141
1508,50.266667,1849.388550,805.282166,1217.315430
1509,50.300000,1862.367798,805.506348,1214.932983
1510,50.333333,1875.564941,805.926208,1213.048340
1511,50.366667,1888.750854,806.217163,1210.783203
1512,50.400000,1901.723877,806.700073,1208.929810
1513,50.433333,1914.898926,807.012878,1206.390015
1514,50.466667,1927.966064,807.598999,1204.250854
1515,50.500000,1941.011108,808.058411,1202.175293
1516,50.533333,1954.137085,808.635742,1200.215820
1517,50.566667,1967.155518,809.246704,1197.789063
1518,50.600000,1980.098877,810.025391,1195.756836
1519,50.633333,1993.139648,810.774170,1193.513062
1520,50.666667,2006.060181,811.470581,1191.394653
1521,50.700000,2018.856812,812.190308,1188.951538
1522,50.733333,2031.820068,812.975952,1186.619995
1523,50.766667,2044.572388,813.761963,1184.456543
1524,50.800000,2057.418701,814.596313,1182.256104
1525,50.833333,2070.104004,815.574158,1180.231567
1526,50.866667,2082.664307,816.451050,1177.649658
1527,50.900000,2094.815186,817.256592,1175.121216
1528,50.933333,2106.971680,818.145874,1172.498291
1529,50.966667,2118.965088,819.159180,1170.222778
1530,51.000000,2130.545410,819.775635,1166.973389
1531,51.033333,2141.838623,820.586426,1163.685425
1532,51.066667,2152.710693,821.367188,1160.251099
1533,51.100000,2163.339111,822.072937,1156.450317
1534,51.133333,2173.465332,822.604492,1152.498779
1535,51.166667,2183.305420,823.311829,1147.915161
1536,51.200000,2192.499023,823.838074,1143.278198
1537,51.233333,2201.331055,824.437988,1138.115112
1538,51.266667,2209.823975,825.033813,1132.934204
1539,51.300000,2217.881836,825.564880,1126.840942
1540,51.333333,2225.366943,826.000122,1120.743286
1541,51.366667,2232.652344,826.344116,1114.155884
1542,51.400000,2239.515869,826.783203,1107.149170
1543,51.433333,2246.001465,827.218628,1099.853638
1544,51.466667,2251.944824,827.580566,1092.469238
1545,51.500000,2257.744873,827.978760,1084.553223
1546,51.533333,2262.961914,828.400085,1076.429077
1547,51.566667,2268.194336,828.840759,1067.882935
1548,51.600000,2272.897461,829.270691,1059.161621
1549,51.633333,2277.297607,829.583923,1050.127319
1550,51.666667,2281.394043,829.870728,1040.916992
1551,51.700000,2285.262695,830.352966,1031.656250
1552,51.733333,2288.901123,830.518066,1021.468628
1553,51.766667,2292.334473,830.826721,1011.389709
1554,51.800000,2295.398682,831.101013,1001.152771
1555,51.833333,2298.230225,831.237244,990.681885
1556,51.866667,2300.710449,831.363708,980.015076
1557,51.900000,2303.279785,831.426270,968.978760
1558,51.933333,2305.503418,831.562500,957.850647
1559,51.966667,2307.415771,831.722412,946.922974
1560,52.000000,2309.507324,831.525208,935.066528
1561,52.033333,2311.050781,831.547363,923.338440
1562,52.066667,2312.518311,831.528625,911.550964
1563,52.100000,2313.938965,831.537109,899.657776
1564,52.133333,2315.152344,831.522034,887.364746
1565,52.166667,2316.277588,831.557251,875.175293
1566,52.200000,2317.253906,831.700195,862.721497
1567,52.233333,2317.923096,831.807983,850.368835
1568,52.266667,2318.745605,831.864197,837.572510
1569,52.300000,2319.382813,831.963867,824.888123
1570,52.333333,2319.926514,832.054749,812.067383
1571,52.366667,2320.403809,832.192627,799.217102
1572,52.400000,2320.681641,832.455078,786.142944
1573,52.433333,2320.880127,832.559448,773.032959
1574,52.466667,2321.014160,832.666199,759.724304
1575,52.500000,2321.115479,832.820496,746.805176
1576,52.533333,2321.060059,832.908081,733.333374
1577,52.566667,2320.878418,832.845276,719.752014
1578,52.600000,2320.724609,832.868530,706.196106
1579,52.633333,2320.448975,833.058594,692.628967
1580,52.666667,2320.213623,833.130798,679.329773
1581,52.700000,2319.665527,833.113953,665.280701
1582,52.733333,2319.197754,833.184937,651.625732
1583,52.766667,2318.617432,833.297180,637.796509
1584,52.800000,2318.068604,833.449158,623.889954
1585,52.833333,2317.394043,833.578308,610.024780
1586,52.866667,2316.462891,833.656982,596.261108
1587,52.900000,2315.719727,833.853333,582.324890
1588,52.933333,2314.733154,834.013855,568.359497
1589,52.966667,2313.837646,834.229187,554.465454
1590,53.000000,2312.749512,834.490417,540.444702
1591,53.033333,2311.741455,834.593567,526.468750
1592,53.066667,2310.619141,834.832764,512.425842
1593,53.100000,2309.472412,835.062195,498.352844
1594,53.133333,2308.468506,835.220947,484.575470
1595,53.166667,2307.203125,835.416809,470.514771
1596,53.200000,2305.952148,835.581909,456.385681
1597,53.233333,2304.743408,835.531250,441.923157
